0.134218, 1e+10, 0
6.30823, 883545, 0
14.3613, 405805, 0
22.5486, 244696, 0
31.0043, 186051, 0
39.8627, 154035, 0
48.3184, 134879, 0
56.9083, 123365, 0
65.7667, 114635, 0
74.3566, 108592, 0
82.9466, 103876, 0
91.5365, 98685.5, 0
100.529, 94836.9, 0
109.119, 91828.2, 0
117.709, 89565, 0
126.702, 87326.8, 0
135.291, 85498.1, 0
143.881, 84087.1, 0
152.471, 82472.7, 0
160.927, 81301.7, 0
169.517, 80005.5, 0
177.973, 79009.5, 0
186.563, 78201, 0
195.018, 77572.5, 0
203.608, 76750.6, 0
212.064, 76144.1, 0
220.52, 75585.7, 0
228.975, 74980.9, 0
237.431, 74563.5, 0
246.021, 74114.8, 0
254.477, 73647.8, 0
262.933, 73332.4, 0
271.522, 72939.6, 0
279.978, 72623.1, 0
288.434, 72271.7, 0
296.89, 71818.5, 0
305.48, 71579.3, 0
313.935, 71317.7, 0
322.525, 71057.5, 0
330.981, 70810.1, 0
339.571, 70633.7, 0
348.027, 70396.8, 0
356.617, 70213.8, 0
365.072, 69981.8, 0
373.394, 69854.7, 0
381.849, 69695.4, 0
390.037, 69511.7, 0
398.627, 69304.3, 0
407.217, 69156.4, 0
415.672, 68905.4, 0
424.262, 68678.8, 0
432.718, 68472.8, 0
441.174, 68330.7, 0
449.764, 68108.9, 0
458.354, 67945, 0
466.943, 67679.8, 0
475.399, 67574.3, 0
475.399, 1.79769e+308, 0
