0, 1e+10, 2
0, 1e+10, 0
0, 1e+10, 3
0, 1e+10, 1
6.71089, 152570, 2
6.91221, 150030, 1
7.51619, 148180, 3
7.78463, 166619, 0
15.7035, 71854.8, 1
16.7772, 72961.9, 2
16.9114, 75115.6, 0
16.9785, 65181, 3
26.0382, 47336.7, 1
26.9107, 44402.7, 3
27.0449, 49560.7, 0
27.1791, 48733.9, 2
36.7085, 36111.9, 3
36.977, 38028.1, 1
37.5139, 39714.6, 0
37.7823, 40361.5, 2
46.4393, 31040.4, 3
47.1775, 34086.8, 1
48.2513, 34995.6, 2
48.4526, 35725, 0
56.8412, 31506.5, 1
57.6465, 28336.7, 3
58.3847, 32869.2, 0
58.5189, 32333.5, 2
66.2365, 29358.9, 1
67.3102, 26317.9, 3
69.1892, 30119.3, 0
69.9945, 30681.8, 2
76.2357, 27895.5, 1
78.5845, 28410.8, 0
79.3898, 25231.1, 3
82.7452, 28866.6, 2
86.4362, 26419.7, 1
87.9126, 27789, 0
91.9391, 24475.3, 3
94.0866, 27512.5, 2
95.8315, 24414.5, 1
98.2474, 25974.2, 0
102.878, 23753.7, 3
103.549, 25931.6, 2
106.904, 23350, 1
109.186, 25399.7, 0
113.011, 24626.6, 2
113.146, 23385.4, 3
119.588, 22921.6, 1
120.595, 24919.4, 0
122.541, 24021.6, 2
122.675, 23067.2, 3
129.453, 22432.8, 1
130.527, 24039.6, 0
132.003, 23410.2, 2
133.48, 22783, 3
139.184, 22074, 1
139.788, 22869.7, 0
141.6, 22899.5, 2
143.277, 22302.6, 3
148.847, 21806.2, 1
149.72, 22447.3, 0
151.129, 22216.5, 2
152.874, 22041.6, 3
159.518, 21582.3, 1
160.659, 21795, 2
160.726, 22161.1, 0
162.269, 21785.8, 3
169.517, 21253.3, 1
170.121, 21475.6, 2
170.993, 21966, 0
172.537, 21459.3, 3
179.248, 21120.2, 1
180.657, 21738.6, 0
181.194, 21303.6, 2
183.14, 21250.8, 3
189.046, 21018, 1
191.059, 21495.9, 0
191.193, 21200.3, 2
192.602, 21072.5, 3
199.716, 20920.8, 1
201.595, 21001.8, 3
201.796, 21003.4, 2
201.863, 21249.7, 0
209.38, 20796, 1
211.192, 20867.4, 2
211.259, 21152.8, 0
211.728, 20871.9, 3
220.654, 21013.6, 0
220.855, 20810.3, 3
221.862, 20620.2, 1
223.54, 20742.2, 2
230.586, 20865.3, 0
230.72, 20724, 3
231.458, 20528.3, 1
232.935, 20607.4, 2
240.585, 20637.5, 3
240.854, 20428.5, 1
240.854, 20773.3, 0
243.068, 20516.4, 2
250.182, 20560.3, 3
251.054, 20352.3, 1
251.457, 20679.5, 0
252.464, 20437.1, 2
259.644, 20456, 3
260.584, 20290.3, 1
260.852, 20594.7, 0
263.335, 20361.9, 2
270.918, 20351.8, 3
271.254, 20230.3, 1
271.791, 20513.4, 0
273.737, 20329.2, 2
282.327, 20141.4, 1
282.394, 20458, 0
283.065, 20298.8, 3
284.944, 20269.5, 2
291.924, 20377.8, 0
292.058, 20087.5, 1
294.742, 20268.3, 3
296.353, 20218.5, 2
301.386, 20326.8, 0
302.325, 19941.4, 1
304.943, 20216.3, 3
307.157, 20113.4, 2
310.513, 20242.7, 0
312.727, 19869, 1
316.351, 20125, 3
317.089, 20038.8, 2
321.317, 20179.1, 0
322.592, 19802.8, 1
325.545, 20042.1, 3
327.693, 19992.1, 2
331.451, 20109.8, 0
332.457, 19762, 1
336.819, 20003.7, 3
339.168, 19950.8, 2
341.249, 20007.4, 0
341.584, 19710.2, 1
347.02, 19977.5, 3
349.839, 19925.4, 2
350.912, 19923.9, 0
350.912, 19683.3, 1
357.623, 19941.9, 3
359.905, 19899.6, 2
361.247, 19881.2, 0
361.314, 19633.2, 1
367.22, 19903.7, 3
369.636, 19832.6, 2
370.441, 19834.8, 0
370.844, 19538.4, 1
376.749, 19845.7, 3
379.702, 19766.7, 0
379.769, 19789, 2
380.776, 19507.9, 1
385.943, 19822, 3
389.164, 19681.4, 0
390.506, 19739.3, 2
391.916, 19393.8, 1
395.405, 19760.1, 3
398.358, 19646.8, 0
400.573, 19675.5, 2
401.714, 19268.4, 1
404.868, 19731.2, 3
408.223, 19614.6, 0
410.035, 19567.1, 2
411.243, 19238.6, 1
414.397, 19703.4, 3
417.753, 19578.9, 0
419.699, 19490.5, 2
420.84, 19220.9, 1
423.86, 19688.5, 3
427.215, 19552.4, 0
429.094, 19438.3, 2
430.705, 19199.9, 1
434.731, 19674.5, 3
436.342, 19522.7, 0
438.221, 19418.4, 2
442.449, 19176.1, 1
446.073, 19659.9, 3
446.14, 19489.6, 0
448.086, 19381.9, 2
452.112, 19152, 1
455.602, 19625.7, 3
455.602, 19469.3, 0
458.152, 19366.4, 2
461.508, 19107.2, 1
464.863, 19436.2, 0
464.93, 19600.5, 3
468.554, 19294.6, 2
471.171, 19074.4, 1
474.191, 19584.7, 3
474.661, 19426.3, 0
478.084, 19260, 2
481.573, 19051.6, 1
484.19, 19570.2, 3
484.593, 19411.4, 0
488.485, 19222.5, 2
491.036, 19038.9, 1
494.19, 19365.7, 0
494.794, 19545.7, 3
497.881, 19206.8, 2
500.498, 19008.8, 1
504.793, 19319.6, 0
504.927, 19520.5, 3
507.88, 19189.7, 2
509.759, 18996.8, 1
513.987, 19310.9, 0
516.336, 19509.5, 3
518.55, 19146.8, 2
519.221, 18956, 1
523.986, 19251.6, 0
527.744, 19473, 3
528.415, 18937.8, 1
530.026, 19126.4, 2
533.918, 19241, 0
539.018, 18911.7, 1
539.287, 19439.3, 3
539.354, 19103, 2
543.85, 19226.9, 0
548.883, 18888.6, 1
549.018, 19359.4, 3
549.219, 19091.6, 2
553.581, 19215.6, 0
558.614, 19077, 2
560.225, 19346.9, 3
560.359, 18874.3, 1
562.775, 19198.6, 0
568.278, 19049.2, 2
571.566, 19322.8, 3
571.969, 18859.8, 1
573.11, 19182.5, 0
579.686, 19018.5, 2
581.498, 18828.7, 1
581.834, 19312.5, 3
582.639, 19171.5, 0
583.042, 16864.1, 2
583.042, 16864.1, 1
583.042, 16864.1, 0
583.042, 16864.1, 3
