0, 1e+10, 0
0, 1e+10, 1
6.44245, 1.02851e+06, 1
6.71089, 862455, 0
14.4955, 537802, 1
14.764, 862455, 1
14.764, 471787, 0
15.0324, 537802, 0
22.817, 447527, 1
23.7565, 351915, 0
31.5412, 301071, 1
31.8096, 351915, 1
32.6149, 255093, 0
32.8833, 351915, 0
40.668, 265089, 1
41.4733, 261568, 0
49.7948, 195714, 1
50.0632, 261568, 1
50.1974, 208034, 0
50.4659, 261568, 0
58.7874, 187989, 1
59.4585, 212905, 0
67.78, 161779, 1
68.1826, 179005, 0
68.1826, 212905, 1
68.451, 212905, 0
77.1752, 180008, 1
77.1752, 150036, 0
85.8993, 155261, 1
86.0336, 132150, 0
86.1678, 150036, 1
86.302, 155261, 0
94.8919, 132845, 1
95.0262, 136186, 0
103.75, 124442, 0
103.885, 120633, 1
104.019, 132845, 0
104.287, 124442, 1
112.877, 114630, 1
112.877, 119467, 0
121.601, 110129, 0
122.004, 106675, 1
122.004, 114630, 0
122.272, 114630, 1
131.131, 106294, 1
131.131, 107694, 0
139.855, 99967.9, 1
140.258, 107694, 1
140.258, 102273, 0
140.526, 107694, 0
148.982, 100641, 1
149.653, 102648, 0
157.706, 97003.8, 1
157.974, 102648, 1
158.78, 96859.2, 0
159.048, 102648, 0
166.698, 96801.8, 1
167.638, 97709.1, 0
175.423, 92341.9, 1
175.691, 97709.1, 1
176.362, 91955.5, 0
176.765, 97709.1, 0
184.415, 93010.9, 1
185.355, 92798.6, 0
193.139, 89060.7, 1
193.408, 92798.6, 1
194.079, 89797.4, 0
194.481, 92798.6, 0
201.998, 89724.1, 1
203.071, 90061.2, 0
210.722, 87298.5, 1
210.99, 90061.2, 1
211.796, 86921.3, 0
212.198, 90061.2, 0
219.714, 86258.7, 1
220.788, 87910.1, 0
228.304, 84670.2, 1
228.707, 87910.1, 1
229.512, 85267.7, 0
229.915, 87910.1, 0
237.297, 84815.6, 1
238.505, 84109.9, 0
246.021, 82035.2, 1
246.29, 84109.9, 1
247.229, 80550.7, 0
247.497, 84109.9, 0
255.014, 82683.8, 1
256.222, 82514.6, 0
263.604, 81531.5, 1
264.006, 82514.6, 1
264.946, 81170.9, 0
265.214, 82514.6, 0
272.596, 80844.4, 1
273.804, 80720.1, 0
281.32, 78850, 1
281.589, 80720.1, 1
282.528, 79356.7, 0
282.797, 80720.1, 0
290.313, 78571.5, 1
291.521, 79346.5, 0
299.037, 77293.7, 1
300.111, 78256.9, 0
